Locus_tag,Gene_name,Rich_M9_ATC5_1.rep1,Rich_M9_ATC5_1.rep2,Rich_M9_ATC5_2.rep1,Rich_M9_ATC5_2.rep2,Rich_M9_No_ATC_1.rep1,Rich_M9_No_ATC_1.rep2,Rich_M9_No_ATC_2.rep1,Rich_M9_No_ATC_2.rep2
b0357,frmR,33.663,41.641,47.681,58.701,37.83,56.636,31.668,38.074
b0358,yaiO,3.145,1.566,1.142,1.548,3.576,1.269,2.161,0.588
b0360,insC-1,14.769,13.059,13.71,16.632,16.817,15.629,20.571,15.881
b0361,insD-1,11.205,8.7,8.827,9.68,10.698,7.261,14.706,12.178
b0363,yaiP,0.809,0.591,0.435,0.479,0.629,0.522,0.608,0.924
b0364,yaiS,0.178,0.091,0.373,0,0,0.24,0.29,1.283
b0365,tauA,0.748,1.285,1.512,1.055,0.958,0.742,1.429,2.027
b0366,tauB,1.229,1.316,1.287,0.916,0.727,0.901,1.3,2.245
b0367,tauC,1.35,0.641,0.503,0.44,0.997,0.809,1.792,1.139
b0368,tauD,4.14,1.542,2.259,2.874,2.536,2.071,3.261,3.437
b0369,hemB,79.392,103.369,110.114,106.969,71.127,102.928,108.515,118.389
b0372,insF-2,6.854,7.198,6.246,6.351,5.898,4.863,8.532,8.42
b0373,insE-2,10.268,11.358,10.108,14.222,14.699,14.951,12.571,11.506
b0375,iprA,0.318,0.162,0.834,1.085,0.467,0.072,0.605,0.626
b0376,ampH,13.558,12.957,15.497,13.361,12.917,12.843,24.926,26.634
b0377,sbmA,28.077,14.667,11.076,14.784,23.486,10.352,15.709,17.852
b0378,yaiW,28.721,21.015,22.279,22.67,30.447,21.862,31.51,30.9
b0379,yaiY,4.181,3.106,2.525,3.372,7.23,3.758,3.667,3.58
b0380,yaiZ,19.827,13.993,16.362,18.343,24.396,14.049,25.837,13.136
b0381,ddlA,82.171,95.501,100.184,105.808,90.963,91.526,127.713,128.947
b0382,iraP,48.161,52.067,49.824,69.36,58.053,51.335,78.139,50.359
b0383,phoA,17.824,10.632,11.828,13.079,15.948,10.314,19.737,21.184
b0384,psiF,25.538,16.682,21.066,26.453,33.132,20.731,25.044,22.297
b0385,dgcC,2.493,1.086,0.839,1.587,2.872,2.081,2.03,1.982
b0386,proC,48.948,57.691,63.639,56.854,51.382,58.06,69.739,80.33
b0387,yaiI,64.297,34.339,32.977,31.212,56.393,26.466,62.651,66.91
b0388,aroL,141.196,83.524,88.724,87.47,130.891,91.28,136.218,125.115
b0389,yaiA,233.41,109.194,115.546,125.761,210.949,100.024,186.166,178.766
b0390,aroM,62.398,18.032,18.336,21.053,55.547,19.103,49.536,48.081
b0391,ppnP,240.138,156.165,175.941,250.057,343.95,195.258,364.325,231.503
b0392,ykiA,13.147,4.801,5.703,5.788,12.709,5.485,14.04,13.508
b0393,rdgC,54.859,94.501,95.876,92.138,54.634,86.14,87.91,82.69
b0394,mak,17.709,17.84,20.371,21.663,16.562,18.228,23.742,26.056
b0396,araJ,18.196,9.805,8.165,11.034,17.95,12.249,11.474,11.805
b0397,sbcC,17.082,19.777,18.314,16.984,17.407,16.902,19.733,20.965
b0398,sbcD,17.139,22.005,18.766,20.483,17.157,19.639,23.411,24.177
b0399,phoB,13.969,16.62,12.25,15.968,15.062,17.12,12.315,9.76
b0400,phoR,9.124,8.264,7.004,7.296,8.319,8.391,7.181,5.849
b0401,brnQ,70.78,97.248,87.324,90.298,67.787,96.835,67.359,90.848
b0402,proY,48.219,50.225,48.306,50.161,46.779,45.377,47.867,61.232
b0403,malZ,12.017,8.211,9.285,10.161,11.612,7.751,12.158,13.981
b0404,acpH,24.244,15.711,14.3,18.35,24.198,15.041,22.063,19.9
b0405,queA,80.255,46.58,44.051,39.4,77.675,44.662,61.157,78.494
b0406,tgt,270.486,251.227,261.809,233.135,246.908,233.385,220.236,232.985
b0407,yajC,558.233,761.724,777.505,717.286,582.837,824.298,763.848,732.937
b0408,secD,243.364,286.136,273.449,244.154,214.871,238.945,271.239,298.332
b0409,secF,288.927,245.941,260.829,250.4,258.007,235.186,274.289,299.498
b0410,yajD,93.228,86.52,91.028,91.616,92.383,72.126,117.363,105.641
b0411,tsx,444.683,1058.951,930.526,865.544,455.182,883.142,499.72,593.548
b0412,yajI,6.993,6.081,7.417,7.525,6.565,7.857,9.392,6.386
b0413,nrdR,97.38,89.25,95.998,99.56,100.311,98.703,125.89,131.509
b0414,ribD,84.786,77.082,75.503,74.438,76.035,66.527,110.081,122.473
b0415,ribE,365.56,303.541,249.422,254.005,389.334,290.159,293.477,348.546
b0416,nusB,500.977,590.647,482.881,494.966,498.818,524.563,522.573,541.919
b0417,thiL,76.786,55.245,44.57,43.865,72.622,44.525,60.076,65.666
b0418,pgpA,184.184,117.244,106.487,132.296,189.529,122.626,172.099,118.914
b0419,yajO,61.251,31.503,37.772,38.043,58.824,31.286,54.506,57.193
b0420,dxs,77.512,67.955,65.515,63.923,68.975,60.532,93.064,101.513
b0421,ispA,126.997,125.876,113.568,112.902,117.011,104.732,146.273,155.656
b0422,xseB,94.869,115.278,106.922,110.943,124.607,140.142,130.886,122.771
b0423,thiI,104.476,122.828,115.986,110.446,106.109,112.071,91.262,106.739
b0424,yajL,50.02,48.895,49.419,54.167,49.92,45.644,88.096,81.362
b0425,panE,33.449,31.186,30.999,38.3,32.775,27.767,44.251,44.092
b0426,yajQ,315.572,525.312,547.224,540.328,288.717,463.684,694.48,630.573
b0427,yajR,41.239,17.099,15.852,14.77,29.885,21.791,21.423,26.218
b0428,cyoE,1017.931,181.947,210.983,157.221,600.86,312.307,484.547,771.791
b0429,cyoD,920.052,220.598,230.131,189.831,608.812,369.881,347.016,709.334
b0430,cyoC,696.218,179.649,212.335,143.537,451.484,297.491,226.91,544.451
b0431,cyoB,872.682,345.946,303.335,257.926,626.793,480.686,221.351,593.447
b0432,cyoA,1346.911,723.568,498.211,507.68,1141.989,913.423,345.715,756.924
b0433,ampG,96.473,99.463,80.156,78.072,97.358,90.141,87.29,94.912
b0434,yajG,179.685,245.002,217.901,200.013,177.815,234.648,191.491,200.821
b0435,bolA,419.343,195.402,202.502,273.09,490.982,192.13,344.247,263.339
b0436,tig,1253.032,1645.687,1598.357,1540.476,1179.735,1457.817,1398.832,1660.798
b0437,clpP,379.714,332.5,352.608,403.487,378.703,315.638,419.173,465.691
b0438,clpX,468.274,344.438,331.392,350.079,443.32,288.743,490.655,503.75
b0439,lon,144.304,146.772,125.39,130.094,143.464,117.96,176.201,191.5
b0440,hupB,2328.037,2928.602,2773.609,3402.785,2961.673,3364.684,3869.594,2876.316
b0441,ppiD,140.213,140.33,135.736,133.577,136.17,123.679,190.363,221.758
b0442,ybaV,16.027,10.321,12.515,11.203,14.36,11.045,16.679,14.868
b0443,fadM,10.211,6.964,7.757,6.398,13.875,6.492,7.572,9.295
b0444,queC,42.545,41.518,40.731,35.89,36.283,34.587,49.612,43.051
b0445,ybaE,0.905,0.594,1.193,0.842,1.113,0.709,3.648,4.112
b0446,cof,20.626,14.372,12.004,14.948,18.382,11.452,18.445,14.459
b0447,decR,29.226,19.481,22.325,20.373,28.726,24.812,31.384,26.438
b0448,mdlA,19.307,11.668,10.327,11.871,18.064,13.023,18.806,19.377
b0449,mdlB,17.816,10.078,10.187,9.72,19.077,8.998,20.588,17.07
b0450,glnK,104.57,44.558,21.021,56.398,98.775,35.242,50.611,61.805
b0451,amtB,107.802,63.119,34.96,60.515,110.466,45.2,58.858,82.156
b0452,tesB,31.622,34.911,30.992,34.186,33.222,35.792,31.081,37.181
b0453,ybaY,204.284,69.474,73.621,87.734,214.257,77.866,98.302,106.515
b0454,atl,13.376,9.845,11.737,12.957,12.203,10.192,19.091,14.515
b0455,ffs,24.406,2.216,3.194,2.285,37.488,4.701,7.099,1.142
b0456,ybaA,27.228,1.427,1.91,1.913,32.787,1.892,3.81,1.654
b0457,pdeB,60.703,21.953,18.613,17.331,57.018,29.458,24.35,30.205
b0458,ylaC,784.18,475.798,325.679,324.406,762.068,550.26,382.482,495.95
b0459,maa,164.712,55.735,46.927,43.601,154.137,45.794,88.456,101.02
b0460,hha,460.198,157.669,151.416,170.082,496.614,178.239,263.606,282.999
b0461,tomB,189.924,49.508,42.098,53.762,218.666,55.619,76.973,64.807
b0462,acrB,154.643,147.931,139.328,147.818,143.363,122.579,145.861,178.068
b0463,acrA,142.955,130.443,131.63,133.03,106.523,116.835,129.505,156.32
b0464,acrR,14.261,10.525,8.188,9.165,19.71,9.58,14.904,13.355
b0465,mscK,29.976,20.775,20.788,21.997,30.932,18.327,35.183,33.53
b0466,ybaM,28.062,24.012,20.71,26.53,31.476,24.95,32.472,35.546
b0467,priC,19.149,23.537,18.077,25.801,21.431,21.189,26.108,24.708
b0468,ybaN,125.787,28.467,24.494,25.496,125.649,34.264,114.329,111.2
b0469,apt,228.437,161.806,128.344,107.116,218.185,178.162,197.632,194.967
b0470,dnaX,106.697,63.933,62.341,58.135,112.561,69.004,90.327,98.325
b0471,ybaB,252.032,331.739,363.402,375.243,253.341,358.648,353.147,389.222
b0472,recR,207.835,280.854,284.972,268.728,201.668,249.325,314.325,320.022
b0473,htpG,62.562,97.939,83.503,86.186,65.58,74.817,80.397,98.278
b0474,adk,775.913,1161.303,1120.156,1166.204,819.71,1093.14,728.825,783.433
b0475,hemH,28.376,37.509,35.487,39.328,29.451,33.485,38.826,42.838
b0476,aes,3.002,1.842,1.68,2.225,2.631,1.489,5.339,2.982
b0477,gsk,63.542,103.825,83.225,90.418,72.045,91.959,112.536,110.839
b0478,ybaL,83.043,70.16,59.615,67.689,84.762,66.447,81.75,88.503
b0479,fsr,11.516,8.275,8.563,11.05,11.097,9.913,13.035,16.467
b0480,ushA,34.926,38.63,40.656,47.21,37.811,34.449,43.41,56.171
b0481,ybaK,31.777,43.046,39.554,42.11,29.138,44.662,44.286,49.072
b0482,ybaP,44.684,28.723,33.565,35.058,47.098,26.291,45.198,37.24
b0483,ybaQ,124.355,69.279,71.028,68.699,123.113,61.377,114.532,109.017
b0484,copA,34.789,33.659,38.311,45.648,37.746,28.437,29.787,27.949
b0485,glsA,30.673,14.999,26.816,33.362,20.04,14.026,11.334,15.622
b0486,ybaT,26.513,10.588,14.442,19.319,22.873,10.362,17.984,16.103
b0487,cueR,57.234,43.832,51.761,58.352,57.967,35.029,64.268,51.99
b0488,ybbJ,30.525,21.462,20.908,28.488,25.657,17.417,33.089,36.716
b0489,qmcA,23.759,22.233,17.877,26.445,27.535,18.098,26.83,32.108
b0490,fetA,20.408,24.253,23.591,26.432,16.689,20.651,30.12,33.877
b0491,fetB,14.364,17.325,16.972,16.497,10.584,13.37,20.924,24.442
b0492,cnoX,67.611,87.123,82.404,94.259,75.771,73.548,132.548,129.678
b0493,ybbO,39.962,24.261,23.407,25.372,40.32,22.165,47.292,55.428
b0494,tesA,32.172,20.344,16.426,17.905,36.132,18.591,34.205,40.057
b0495,ybbA,30.483,13.604,15.521,16.152,24.847,11.799,19.28,18.99
b0496,ybbP,13.815,7.008,7.065,8.866,14.388,7.148,12.678,13.539
b0497,rhsD,3.598,1.741,1.652,2.373,3.386,1.883,3.504,3.177
b0498,ybbC,13.06,5.613,4.158,3.882,9.936,4.176,11.77,7.671
b0499,ylbH,6.184,2.451,1.646,3.041,3.859,1.351,4.022,4.942
b0501,ybbD,2.58,0.514,0.53,0.743,1.978,0.728,1.813,0.861
b0502,ylbG,20.568,17.111,18.317,18.065,15.666,15.848,23.931,22.039
b0503,selU,14.61,16.148,16.294,16.794,16.92,17.926,26.04,21.125
b0504,allS,0.429,0.654,0.729,1.293,0.393,0.265,1.426,0.456
b0505,allA,2.109,3.19,1.454,2.75,1.76,4.254,3.463,2.155
b0506,allR,90.082,103.204,89.849,107.095,85.314,90.528,133.031,139.305
b0507,gcl,1.645,1.035,1.372,1.403,1.281,1.216,1.423,1.059
b0508,hyi,0.703,0.715,0.536,0.335,0.313,0.374,0.208,0.586
b0509,glxR,0.452,0.632,0.651,0.77,0.387,0.508,1.043,0.962
b0511,ybbW,0.068,0.208,0.214,0,0.334,0.092,0.185,0.224
b0512,allB,1.295,1.205,0.878,1.74,1.105,1.394,1.624,1.075
b0513,ybbY,2.156,1.824,1.678,2.001,2.369,1.012,1.803,1.424
b0514,glxK,4.899,3.681,3.903,3.341,4.344,2.494,3.743,3.577
b0515,allE,13.401,11.666,11.019,14.283,11.523,11.45,13.557,19.702
b0516,allC,2.733,1.492,2.209,2.55,3.242,2.349,2.423,3.869
b0517,allD,0.426,0.241,0.248,0.447,0.278,0.276,0.617,0.279
b0518,fdrA,0.179,0.151,0.156,0.125,0.058,0.08,0.291,0.351
b0520,ylbF,0.548,0.774,0.446,0.862,1.22,0.903,1.256,0.957
b0521,ybcF,1.667,1.3,0.698,1.107,0.788,1.649,1.509,1.747
b0522,purK,243.441,333.551,286.867,300.23,252.254,310.249,261.606,278.09
b0523,purE,215.491,253.633,217.447,219.208,260.197,275.589,222.318,228.821
b0524,lpxH,124.484,161.583,142.126,138.92,122.081,117.523,170.03,161.184
b0525,ppiB,423.416,729.561,684.14,736.172,440.752,632.438,766.187,737.694
b0526,cysS,74.776,144.813,138.371,137.229,74.633,137.175,103.274,120.887
b0527,ybcI,14.943,7.452,4.783,5.19,16.56,7.016,8.269,6.98
b0528,ybcJ,198.968,232.67,213.314,199.087,188.099,208.946,246.335,188.482
b0529,folD,200.626,232.316,217.693,235.66,212.403,246.258,206.82,220.119
b0530,sfmA,0.64,0.465,0.192,1.439,1.789,0.247,0.994,0.479
b0531,sfmC,0.143,0,0.15,0.075,0.035,0.161,0.234,0.188
b0532,sfmD,1.374,1.086,0.749,0.73,1.632,0.866,1.119,0.9
b0533,sfmH,0.151,0.257,0.026,0.079,0.197,0.272,0.329,0.198
b0534,sfmF,0.481,0.49,0.706,0.606,2.071,0.433,0.314,0.63
b0535,fimZ,2.119,0.479,0.411,0.411,1.074,0.282,1.108,0.72
b0536,argU,0,0,0,0,0,0,0,0
b0537,intD,39.866,19.335,23.751,23.116,35.025,16.364,33.976,39.298
b0539,exoD,3.105,0.67,0.493,0.789,1.564,0.338,1.022,0.739
b0540,insE-3,5.238,5.651,5.328,6.986,7.513,7.351,6.665,6.179
b0541,insF-3,3.549,3.415,2.948,3.222,3.09,2.543,4.242,4.282
b0542,renD,6.1,4.177,4.025,4.321,6.785,4.7,4.942,4.709
b0543,emrE,43.417,60.38,37.255,44.821,50.678,55.995,47.796,31.948
b0544,ybcK,0.992,1.274,0.579,0.409,1.065,0.643,1.537,0.767
b0545,ybcL,1.89,2.151,2.309,2.218,3.167,3.075,2.639,2.711
b0546,ybcM,11.145,10.984,11.048,13.285,14.849,9.906,18.322,13.128
b0547,ybcN,0.109,0.499,0,0.571,0.532,0.098,0.532,0.143
b0548,ninE,0,0.148,0.304,0,0.284,0,0,0.19
b0549,ybcO,0,0.174,0.894,0.358,0.334,0.153,0.185,0.894
b0550,rusA,0.274,0.278,0,0.287,0.067,0.246,0,0.358
b0551,ybcQ,2.005,1.184,1.896,0.95,0.885,1.861,2.529,1.186
b0552,insH-2,21.269,21.14,19.654,21.048,20.004,14.951,55.134,72.89
b0553,nmpC,30.889,59.9,55.003,62.236,37.868,34.79,288.327,339.162
b0554,essD,11.156,9.823,6.502,3.135,13.715,8.684,12.614,11.296
b0555,rrrD,4.041,3.246,2.768,2.929,5.949,3.139,8.071,6.337
b0556,rzpD,3.307,1.093,1.886,1.804,2.549,1.378,2.511,3.732
b0557,borD,78.581,857.443,769.269,836.711,107.534,1004.89,494.385,372.257
b0558,ybcV,0,2.212,1.772,2.282,1.063,1.304,2.625,4.591
b0559,ybcW,2.16,4.149,11.81,10.57,3.754,5.394,23.979,20.746
b0560,nohD,1.365,1.434,1.762,2.051,2.891,1.391,1.779,2.562
b0561,tfaD,1.321,0.985,0.692,1.616,1.894,0.871,1.674,1.269
b0562,ybcY,1.745,1.465,1.112,1.67,1.854,1.296,1.318,2.285
b0563,tfaX,0,0,0.839,0,1.567,0.72,0,1.399
b0564,appY,21.993,85.545,94.392,141.351,41.441,52.82,50.212,33.401
b0565,ompT,761.557,1178.663,985.194,1129.328,741.436,948.15,1482.632,1789.969
b0566,envY,1.304,0.862,1.16,0.889,0.637,1.231,0.708,1.195
b0567,ybcH,3.151,6.776,6.889,7.513,4.606,6.316,5.359,4.491
b0568,nfrA,5.774,10.314,8.468,10.233,7.098,8.796,6.778,7.693
b0569,nfrB,5.439,4.368,3.556,4.853,6.228,4.68,3.279,2.529
b0570,cusS,12.808,11.063,8.759,11.083,13.933,9.378,11.217,11.972
b0571,cusR,36.028,28.435,22.13,26.962,39.263,30.95,29.343,25.447
b0572,cusC,0.253,0.147,0.151,0.152,0.283,0.455,0.157,0.237
b0573,cusF,0.895,1.669,1.015,1.33,0.656,0.805,2.187,1.465
b0574,cusB,1.055,0.991,0.829,1.298,1.051,1.277,1.565,1.329
b0575,cusA,1.327,1.623,1.539,1.408,1.915,1.165,2.214,1.687
b0576,pheP,49.972,57.746,43.554,46.496,54.418,49.332,51.289,56.137
b0577,ybdG,41.801,48.049,40.846,41.618,39.614,44.34,44.961,45.777
b0578,nfsB,113.574,167.391,163.166,177.514,115.06,147.473,191.187,199.879
b0579,ybdF,61.936,29.024,23.893,28.306,47.971,27.717,38.601,34.385
b0580,ybdJ,34.32,14.506,11.594,15.901,36.276,23.766,20.368,18.815
b0581,ybdK,11.766,5.214,7.786,12.151,14.669,5.707,12.223,12.734
b0582,insL-2,31.857,36.508,31.701,36.024,34.448,29.052,37.665,44.332
b0583,entD,74.086,1.464,5.277,2.768,53.647,3.093,121.025,185.772
b0584,fepA,174.724,7.845,12.534,9.275,118.538,8.53,417.492,717.804
b0585,fes,36.034,6.467,9.966,8.12,31.77,9.077,158.114,161.722
b0586,entF,80.778,4.659,6.103,4.623,76.792,4.217,252.218,325.287
b0587,fepE,5.082,0.178,0.367,0.092,4.197,0.276,7.137,6.599
b0588,fepC,65.788,5.262,8.988,6.097,51.034,7.608,112.038,107.648
b0589,fepG,41.828,4.986,8.276,6.164,33.525,8.028,71.774,61.922
b0590,fepD,53.169,7.842,11.231,10.471,48.854,14.598,57.952,49.917
b0591,entS,65.173,11.671,13.555,9.619,57.764,16.529,117.48,125.766
b0592,fepB,36.445,8.341,11.849,10.071,32.427,13.254,103.283,115.245
b0593,entC,130.779,10.718,14.884,12.669,101.629,18.818,313.097,434.475
b0594,entE,114.017,6.366,12.399,7.098,85.295,9.01,247.502,381.842
b0595,entB,190.744,6.565,13.55,10.049,141.503,9.135,369.638,614.501
b0596,entA,166.411,5.546,8.112,7.567,117.736,5.949,309.634,489.138
b0597,entH,190.034,6.833,11.119,5.851,136.014,7.605,341.572,551.659
b0598,cstA,79.857,7.148,6.199,6.06,57.442,6.68,114.772,167.767
b0599,hcxA,8.03,9.788,9.314,11.864,10.48,8.12,10.85,7.767
b0600,ybdL,3.937,3.916,4.973,5.205,3.89,4.116,3.299,3.251
b0601,ybdM,3.588,4.45,3.798,4.052,3.006,4.324,3.939,5.319
b0602,ybdN,0.956,1.096,0.852,0.512,1.193,0.878,0.221,1.519
b0603,ybdO,2.036,1.231,0.691,0.75,2.151,0.791,1.135,1.801
b0604,dsbG,33.455,22.859,22.422,25.176,33.871,19.67,31.491,36.497
b0605,ahpC,529.343,594.4,615.706,668.277,558.999,649.892,768.734,827.188
b0606,ahpF,71.734,85.585,90.513,88.688,69.31,81.823,101.429,125.149
b0607,uspG,186.69,223.507,237.285,276.383,174.558,185.102,279.071,248.743
b0608,ybdR,6.175,2.895,3.275,3.784,5.056,3.208,4.311,4.516
b0610,rnk,110.851,65.392,69.734,62.362,103.981,65.526,118.67,132.826
b0611,rna,55.348,53.962,61.426,64.231,53.739,64.475,67.124,69.744
b0612,citT,1.663,1.794,1.883,2.135,1.824,1.891,0.7,1.333
b0613,citG,0.452,0.23,0,0.089,0.276,0.152,0.184,0.074
b0614,citX,0.495,1.052,0.754,1.935,0.704,2.023,0.489,0.236
b0615,citF,0.729,1.269,1.188,1.971,0.919,1.151,0.757,0.828
b0616,citE,0.547,0.861,1.03,0.831,0.321,0.811,0.742,1.002
b0617,citD,0,1.786,0.876,1.491,0,0.301,0.545,0.438
b0618,citC,0,0.048,0,0.049,0.092,0.084,0.102,0.092
b0619,dpiB,9.538,6.41,6.286,7.552,9.031,6.542,9.155,8.511
b0620,dpiA,8.791,6.491,7.218,6.694,8.023,7.214,11.844,10.988
b0621,dcuC,12.618,30.654,34.602,41.872,19.972,19.463,81.513,96.944
b0622,pagP,4.251,4.503,8.159,6.222,6.839,4.538,11.06,6.843
b0623,cspE,4424.216,3926.263,3378.308,4169.842,7252.177,9684.16,5980.045,2631.824
b0624,crcB,40.886,66.306,60.143,63.898,33.767,53.385,47.911,39.312
b0627,tatE,321.726,620.587,546.167,744.143,481.352,855.142,409.143,266.968
b0628,lipA,292.136,337.68,288.887,315.159,317.373,323.867,181.798,209.213
b0629,ybeF,2.344,1.748,1.854,1.747,3.003,2.107,1.188,1.637
b0630,lipB,60.441,63.424,57.363,61.995,60.818,64.558,65.382,61.317
b0631,ybeD,58.529,114.241,112.898,134.382,81.123,118.929,107.497,84.785
b0632,dacA,109.493,173.856,177.463,166.343,108.307,154.4,122.952,172.976
b0633,rlpA,108.903,107.277,104.008,106.104,119.135,115.058,90.343,101.515
b0634,mrdB,92.292,112.907,83.328,80.974,101.622,93.417,69.005,72.112
b0635,mrdA,80.142,87.558,68.466,65.749,91.638,83.406,82.376,77.195
b0636,rlmH,217.154,287.19,237.406,216.729,226.112,269.116,238.177,243.308
b0637,rsfS,227.014,305.813,257.953,258.755,283.975,353.151,249.236,235.716
b0638,cobC,36.289,26.58,23.628,27.452,38.605,29.629,33.28,37.265
b0639,nadD,59.319,48.551,42.982,45.969,60.175,44.662,47.566,59.24
b0640,holA,68.652,68.509,53.377,56.537,68.704,57.883,52.071,68.63
b0641,lptE,195.107,233.888,239.747,231.787,185.618,210.685,176.182,225.668
b0642,leuS,179.712,260.065,251.722,249.353,185.804,220.888,183.102,257.877
b0643,ybeL,80.029,56.794,54.924,76.794,91.296,44.107,103.214,70.321
b0644,ybeQ,2.083,1.601,0.851,1.651,2.036,1.872,1.269,1.464
b0645,ybeR,0.281,0.143,0,0.294,0.171,0.252,0.076,0.092
b0646,djlB,0.522,0.354,0.546,0.511,1.071,0.688,0.491,0.091
b0647,ybeT,0.179,0.182,0.281,0.094,0.263,0.402,0.097,0.352
b0648,ybeU,0.316,0.464,0.184,1.619,0.446,0.189,0.381,1.379
b0649,djlC,2.447,2.627,2.741,2.045,3.328,2.43,4.199,3.451
b0650,hscC,3.717,1.3,2.21,1.309,2.238,1.47,3.971,4.05
b0651,rihA,29.194,21.913,25.563,22.152,34.088,18.18,83.293,83.281
b0652,gltL,131.737,50.936,46.714,49.584,124.085,56.442,61.793,66.591
b0653,gltK,86.891,41.163,29.052,38.782,88.818,37.251,39.246,54.319
b0654,gltJ,91.824,48.814,36.432,40.6,93.556,37.58,47.8,63.706
b0655,gltI,178.074,113.32,88.582,111.182,172.404,82.396,133.666,186.469
b0656,insH-3,48.26,35.207,32.664,37.594,47.487,29.204,68.448,79.978
b0657,lnt,108.326,90.993,66.33,70.933,112.369,73.957,85.189,99.673
b0658,ybeX,255.032,258.025,211.94,217.478,258.592,218.838,250.553,276.851
b0659,ybeY,109.718,126.728,103.587,117.771,105.688,106.501,133.211,139.311
b0660,ybeZ,91.588,106.303,97.986,105.241,89.197,90.16,109.02,133.479
b0661,miaB,93.719,139.68,133.416,130.439,97.196,139.031,112.942,125.66
b0662,ubiF,38.15,34.323,35.296,38.141,29.485,34.446,53.494,44.983
b0664,glnX,0,0,0,0,0,0,0,0
b0665,glnV,0,0,0,0,0,0,0,0
b0666,metU,0,0,0,0,0,0,0,0
b0668,glnW,0,0,0,0,0,0,0,0
b0670,glnU,0,0,0,0,0,0,0,0
b0672,leuW,0,0,0,0,0,0,0,0
b0673,metT,0,0,0,0,0,0,0,0
b0674,asnB,308.367,180.35,179.322,243.048,292.053,171.673,167.27,203.644
b0675,umpH,105.702,118.615,120.334,128.474,105.415,108.956,147.6,173.902
b0676,nagC,68.157,69.261,70.76,72.852,66.879,62.201,91.402,109.139
b0677,nagA,41.381,34.031,32.436,38.153,38.42,34.109,56.583,67.984
b0678,nagB,44.287,33.238,37.307,43.705,40.743,28.771,72.577,87.488
b0679,nagE,68.184,42.812,41.223,41.981,67.096,34.706,99.842,135.449
b0680,glnS,187.634,264.791,270.389,269.205,165.962,234.36,219.83,255.893
b0681,chiP,3.302,1.616,1.553,1.555,1.312,1.841,4.755,2.613
b0682,chiQ,4.026,4.48,3.181,4.62,7.723,2.868,5.445,2.288
b0683,fur,474.163,437.715,367.195,386.168,480.911,425.835,481.051,413.914
b0684,fldA,234.758,368.948,333.646,337.49,250.226,350.061,329.611,320.558
b0685,ybfE,123.195,83.167,70.062,68.22,156.263,86.437,61.844,77.24
b0686,ybfF,35.331,34.472,34.133,36.228,36.629,29.891,37.168,43.123
b0687,seqA,148.46,172.744,179.055,177.705,150.494,165.846,173.223,204.617
b0688,pgm,127.873,145.768,146.554,153.571,127.224,129.998,190.496,226.765
b0689,ybfP,22.383,10.104,4.939,9.577,23.448,11.278,16.458,17.877
b0691,ybfG,2.824,1.009,0.719,0.88,3.357,0.617,0.995,1
b0692,potE,4.197,3.1,3.015,2.25,3.642,2.791,3.719,3.204
b0693,speF,0.644,0.436,0.887,0.877,0.574,0.883,0.613,0.562
b0694,kdpE,12.567,8.457,8.209,8.644,10.422,9.914,12.135,8.733
b0695,kdpD,8.873,9.313,8.931,8.974,9.044,9.797,12.72,10.711
b0696,kdpC,5.333,4.188,3.268,5.182,6.06,5.027,6.073,3.861
b0697,kdpB,1.212,0.888,0.939,1.246,0.901,0.937,1.422,1.397
b0698,kdpA,0.401,0.392,0.155,0.436,0.261,0.267,0.355,0.233
b0699,ybfA,148.091,193.533,170.12,306.782,306.397,315.869,277.584,127.935
b0700,rhsC,8.709,6.535,6.28,7.044,9.399,6.538,6.743,5.72
b0702,ybfB,2.811,2.626,4.772,4.859,6.906,4.097,3.877,3.88
b0703,ybfO,2.298,1.251,1.669,1.45,2.421,1.368,1.731,1.444
b0704,ybfC,2.484,1.994,2.92,4.478,2.939,1.567,2.035,1.826
b0705,ybfL,1.637,1.538,1.469,1.978,0.983,2.04,1.372,1.042
b0706,ybfD,1.5,2.088,1.604,1.709,2.103,1.202,1.451,0.854
b0707,ybgA,32.587,20.455,23.815,26.15,35.994,15.632,22.322,26.601
b0708,phr,36.501,16.466,17.98,20.853,35.935,16.382,23.345,27.536
b0709,dtpD,5.8,6.204,7.23,6.784,4.62,6.088,7.5,9.088
b0710,ybgI,65.11,52.861,58.728,67.395,61.977,47.783,88.072,94.059
b0711,pxpB,59.552,45.29,45.365,54.196,53.331,34.771,75.592,93.244
b0712,pxpC,50.269,36.955,35.207,39.057,47.314,33.436,72.92,84.56
b0713,pxpA,43.6,35.741,31.634,36.856,41.791,26.038,59.238,70.246
b0714,nei,32.464,27.173,24.333,28.909,38.477,23.769,46.936,53.812
b0715,abrB,9.253,15.199,25.834,29.108,9.601,23.333,56.736,29.395
b0716,ybgO,1.38,0.642,0.71,0.196,1.075,0.294,0.813,0.888
b0717,ybgP,1.261,0.936,1.106,0.643,1.232,0.98,0.518,0.491
b0718,ybgQ,0.304,0.083,0.085,0.213,0.377,0.109,0.11,0.199
b0719,ybgD,0.351,0.178,0.092,0.092,0.6,0.315,0.285,0.746
b0720,gltA,241.415,69.876,56.148,63.577,159.61,76.558,118.747,176.858
b0721,sdhC,473.269,73.123,44.214,44.147,291.756,79.59,66.127,140.229
